Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth
Sandstone,9.309213474,985.8210142,Fault,0.953052072,0.223315169,2040
Limestone,25.60963647,201.1505006,Anticline,0.583119995,3.988107573,3021
Shale,0.857127532,383.119229,Dome,0.709806089,4.206847676,3968
Sandstone,21.78910501,402.2285781,Fault,0.988556605,4.194574169,3331
Limestone,2.38815231,310.2324499,Anticline,0.775477743,2.426941496,877
Shale,5.924207511,802.3759214,,0.391406833,0.47297991,877
Limestone,29.79795589,633.6788623,Dome,0.579893831,0.411810659,4614
Limestone,2.349811654,610.8014489,Dome,0.375195192,2.205023832,4272
Limestone,8.965895664,853.2986582,Fault,0.508308867,1.86897445,3226
Shale,15.16061005,240.3552881,Anticline,0.177057697,3.559677098,3879
Shale,6.991338848,785.3071117,,0.973166458,2.586711068,771
Shale,0.193056345,547.0790203,Fault,0.444508962,0.791772402,4805
Shale,8.697742879,199.8186743,Anticline,0.063523398,1.548221049,2014
Sandstone,21.26697338,39.08012694,Fault,0.466606266,4.574575205,2969
Shale,18.55830867,662.1289231,,0.698157644,3.297192806,1241
Limestone,6.031954561,969.5873183,Dome,0.59266395,0.352614007,745
Limestone,24.75105957,477.6828864,Anticline,0.419830639,3.163429837,1612
Sandstone,18.73991923,642.7841464,Fault,0.49151182,3.187142382,952
Shale,19.08142027,917.5387657,,0.728933012,1.430344711,845
Shale,25.7622719,516.7147784,Fault,0.807557141,3.039521583,4428
Shale,15.60548807,847.9105398,,0.712661436,2.009624772,4972
Shale,8.146513655,845.2365561,Fault,0.061320983,4.91419656,4027
Shale,9.949735325,175.5246521,Dome,0.85554949,3.148301581,4333
Shale,17.34655144,744.592506,,0.473619321,1.914841166,4395
Shale,6.772892246,353.5249705,Dome,0.905684486,3.570131073,3343
Limestone,20.96501011,546.5000273,Fault,0.421510532,2.048894358,4442
Shale,11.48187574,704.6816924,,0.170632457,0.676837603,2954
Limestone,15.84142347,438.1780131,,0.476222476,0.575559829,4858
Limestone,22.30305522,124.1824995,Anticline,0.510257821,3.986645429,2942
Sandstone,22.93704791,34.93735001,Dome,0.81354618,2.688131611,1821
Sandstone,7.26523951,510.5501683,Fault,0.118096757,1.018922773,4462
Limestone,23.77172326,705.7034651,Dome,0.105449434,3.943464253,4079
Limestone,0.475606361,610.2838479,Anticline,0.53141524,1.003222936,840
Limestone,16.92584375,962.7778455,,0.041491491,0.805398507,3274
Shale,13.8035155,575.3356776,Anticline,0.395703154,2.398205645,2475
Limestone,11.66024252,137.4869196,Dome,0.810384794,0.298616445,4191
Sandstone,1.38785752,273.5498462,Fault,0.849716518,3.257742137,3177
Sandstone,28.88674903,935.9354207,Dome,0.431782494,0.992544764,4392
Limestone,28.05475717,839.2524072,Fault,0.242821855,1.381764845,3741
Sandstone,0.749522468,573.4549323,Anticline,0.000857291,0.023830652,3712
Limestone,3.284729177,168.7352934,Dome,0.094977508,1.026593121,4091
Limestone,20.26932192,635.3546719,,0.895463558,0.506974419,707
Limestone,13.5469676,540.0762348,Fault,0.606525506,4.390917049,758
Shale,2.356734928,317.1852775,Dome,0.745072615,0.043395792,3558
Limestone,26.16483456,621.7186814,Fault,0.388240117,2.681237592,4206
Limestone,11.58297567,532.3590667,,0.835224204,2.131235555,3414
Limestone,20.16601991,816.6475953,Dome,0.417001871,3.378302484,4187
Sandstone,16.17573239,449.810632,Fault,0.265294676,3.205331769,2716
Limestone,23.55250972,279.4770437,Dome,0.750830364,3.865830079,4139
Sandstone,19.88357198,928.875216,Anticline,0.743385809,1.753180407,4817
Shale,5.678509377,175.0100039,Anticline,0.093589132,3.320393689,1680
Shale,4.237310941,569.4746063,Fault,0.340277462,4.860684789,1983
Limestone,3.334526393,894.6287137,Dome,0.371153046,2.312334366,1364
Sandstone,1.077905466,562.4193603,Dome,0.643632798,1.101330766,3920
Limestone,18.07534091,152.8405689,Dome,0.986922957,2.332086549,869
Shale,26.19326528,484.1253977,Fault,0.663023438,3.573952892,3561
Sandstone,4.023588681,553.9080105,Dome,0.390941623,4.262339201,729
Sandstone,0.450676259,43.43628787,Dome,0.443590466,4.027961648,1797
Sandstone,17.47885938,462.8932453,Dome,0.306015241,1.256553509,3956
Shale,24.61656418,374.005181,Dome,0.227760403,1.432785121,844
Limestone,18.72576219,377.5181219,Fault,0.590135757,3.505927827,2420
Sandstone,8.906870228,51.46970645,Fault,0.847937758,3.20991944,1688
Limestone,0.470877168,238.376586,,0.990674851,3.613227198,3122
Shale,6.800719562,341.326154,Dome,0.907826145,3.405644757,1181
Sandstone,3.331047691,208.2517423,,0.01277371,2.28360706,2496
Shale,20.185414,158.9342449,Fault,0.204912981,3.475239378,2449
Shale,8.490019063,441.0812222,Dome,0.319069755,3.781169711,1645
Sandstone,23.87360194,792.173027,Fault,0.536688412,0.808741451,2905
Limestone,24.16488138,862.9257571,,0.222584837,3.70745463,2622
Limestone,10.38798125,348.210769,,0.654187856,0.56233218,1844
Sandstone,7.33621329,70.71599822,Dome,0.054268371,3.096722777,3138
Sandstone,6.620972244,421.422545,,0.50807373,2.085294404,1917
Sandstone,19.93351971,805.4428389,Dome,0.97530118,3.668993785,1253
Limestone,2.190107787,622.3406615,Fault,0.725137664,3.98314356,4736
Limestone,21.32682991,327.9858756,Fault,0.893482038,3.515784446,1867
Shale,3.175597076,339.825368,Fault,0.082731807,2.387980094,4468
Limestone,4.52062461,644.2500478,Fault,0.697387562,4.56124235,3328
Shale,25.83135899,262.0670675,,0.136277305,2.964316047,1037
Sandstone,20.99069727,771.8172756,Fault,0.551709284,1.333193265,2981
Limestone,12.93337215,25.45578555,Fault,0.034254574,1.369512355,1230
Shale,14.2363305,767.7283377,Fault,0.19078157,0.341905611,1894
Sandstone,2.304223232,557.3237096,Anticline,0.346104029,1.16334585,3678
Sandstone,8.486577294,16.75861538,Dome,0.825580202,1.09879312,1255
Shale,27.73567406,358.7866364,,0.964222278,4.474536023,1400
Limestone,14.7422179,758.666301,Anticline,0.122926788,3.105181002,2322
Shale,4.446523863,311.0876972,Dome,0.61630765,4.420571926,830
Shale,25.09262769,877.9269938,Dome,0.567399269,0.028193118,2718
Limestone,2.294398665,595.2378812,Dome,0.736305016,1.795796561,4174
Shale,16.41712561,488.3350145,Dome,0.934834802,4.837748459,1487
Limestone,14.35488349,358.1121759,Dome,0.341835459,0.614340661,893
Limestone,18.49284532,765.5670985,,0.754359254,2.520307413,4439
Sandstone,20.2941643,47.44954365,Anticline,0.030072227,2.050418745,4101
Shale,14.28967057,478.0105624,Dome,0.722820301,4.406619799,2104
Limestone,20.1698043,48.95430033,Fault,0.911438308,0.277864544,2578
Limestone,23.71808894,263.9581815,Fault,0.757664078,4.734437411,2241
Limestone,7.124581271,826.572375,Anticline,0.519328117,1.870317587,2079
Sandstone,29.65564944,103.121947,,0.963040783,0.186403186,1903
Sandstone,25.21200994,309.9837707,Fault,0.532296817,3.455833649,3002
Shale,23.45797739,88.64619334,Fault,0.177700815,2.272012295,2750
Shale,27.6348821,662.2876369,Dome,0.23438862,3.037481489,4996
Limestone,1.58159299,639.9225359,Fault,0.139854503,0.608097294,3794
Limestone,12.54873333,583.8521991,Anticline,0.085710093,3.775961298,1429
Limestone,26.57741986,275.8526296,Anticline,0.022446967,2.216866274,3121
Shale,15.4207011,397.5150121,Fault,0.406567575,2.42551492,1120
Shale,13.65372693,404.9703249,Dome,0.660066002,4.575851799,3339
Limestone,25.61597981,401.5377973,Dome,0.928231068,2.316755469,737
Limestone,6.305275057,35.36922409,,0.294856313,1.546292373,979
Limestone,21.68830273,247.2698081,Anticline,0.975101735,1.189001307,2451
Shale,17.56812504,98.60550789,,0.600628665,0.226487696,2993
Sandstone,17.43646432,626.5532735,Fault,0.893889974,2.734611654,2016
Shale,11.18629528,40.94614267,,0.559406412,3.867316318,1474
Limestone,16.46339578,970.5819624,Dome,0.491335619,3.372386915,3434
Shale,19.62689934,900.0514525,Anticline,0.155516548,0.589413922,4714
Limestone,1.274097278,796.1172293,Dome,0.78887011,4.83522527,2643
Shale,19.99577495,434.6311959,,0.977455268,4.349933538,3247
Sandstone,29.35962244,940.704698,Dome,0.515316336,3.953674186,1380
Sandstone,1.83021429,824.856558,Anticline,0.737986382,0.466949888,4187
Limestone,26.06877315,235.2144,Dome,0.275772614,3.562542106,2545
Shale,21.57901827,690.9773474,,0.536577018,4.675583717,2637
Shale,17.67469132,560.3989437,Dome,0.528323582,0.102988124,4407
Shale,16.47979096,78.51798639,Dome,0.912438813,2.660931464,4942
Shale,29.43292874,117.2864483,Fault,0.066006433,4.124434628,734
Shale,2.059459984,514.8894649,Anticline,0.361664903,1.580544908,3067
Limestone,9.776440278,822.8136353,Dome,0.586729078,4.615661597,4245
Limestone,8.74245416,454.4788495,Fault,0.362366582,0.858827951,4274
Shale,2.781444324,702.6360957,Fault,0.190220704,0.772301803,2031
Sandstone,17.89301864,770.1635025,Fault,0.359576401,1.388086409,4596
Shale,7.017684623,585.0237512,,0.118837389,3.476768532,973
Shale,12.64662745,121.7196109,Dome,0.185614691,0.942964992,1259
Limestone,22.50782382,349.8112262,Dome,0.254516617,3.576478309,4392
Sandstone,12.94752987,815.7367018,Anticline,0.589037892,1.025975923,2731
Sandstone,12.18747288,501.3640767,Dome,0.600338658,2.852835446,2894
Shale,24.72980676,703.3908099,Fault,0.416597481,0.074159212,4546
Limestone,19.7336634,465.0543459,Fault,0.957030105,1.823327529,529
Shale,23.99153741,19.62793983,Dome,0.988008043,1.295270746,4413
Limestone,25.57291253,695.3443371,Anticline,0.143886374,3.43118745,2231
Shale,20.57101629,677.4292598,,0.293111879,0.706876632,3751
Sandstone,7.64302759,59.94433067,Fault,0.628288995,3.037195386,4203
Shale,24.15350554,821.3790031,Dome,0.829317493,2.728480378,1164
Shale,20.43150335,97.48000412,Fault,0.392126003,4.368138607,2896
Shale,19.930181,449.8465251,Anticline,0.460019768,0.322868232,3666
Limestone,11.370175,29.29603319,Anticline,0.72860048,0.086820379,3314
Limestone,25.64221856,999.0104522,Dome,0.19096979,0.455336634,1002
Limestone,3.19011892,357.5803607,Anticline,0.972589537,4.624623574,4958
Sandstone,20.45356493,997.964104,Fault,0.835468641,3.665607625,1004
Shale,24.40220681,69.16944542,Fault,0.387900365,3.720432681,2811
Shale,15.34771832,815.7675571,Dome,0.94917802,4.549056782,2279
Limestone,19.73148442,244.5988872,Dome,0.034865906,3.050765419,4956
Limestone,29.06903586,138.0775972,,0.682082703,3.481734072,2617
Limestone,19.61360253,408.5863679,Fault,0.146503341,4.919929943,3576
Sandstone,8.521751671,529.0113205,Anticline,0.496297092,0.596953886,1690
Sandstone,12.48788342,871.9259733,,0.066351172,1.499817254,2403
Sandstone,4.288826328,615.6129746,Dome,0.557311972,2.0430407,1857
Shale,3.211715357,832.2626413,Fault,0.361475125,2.574939402,860
Shale,19.08401003,958.1291004,Anticline,0.987197048,3.551384757,3730
Shale,26.6795628,802.1443737,,0.69848081,1.414688665,4763
Sandstone,7.636216288,3.698515617,Dome,0.173461998,2.460686318,3176
Shale,5.995238138,399.4425705,,0.249483587,4.428118628,3864
Limestone,8.775492764,6.918141389,Dome,0.90085483,4.608996145,2137
Sandstone,26.56678331,593.5196655,,0.762756821,2.57687235,3782
Shale,7.920130499,829.8390116,,0.285510449,0.343033183,1158
Sandstone,23.50751684,831.0064139,Anticline,0.048719172,0.382936137,1677
Sandstone,14.25891221,28.14686226,Fault,0.503300776,1.647739426,940
Sandstone,20.72039313,867.6095465,Fault,0.946799278,1.848739365,3623
Sandstone,24.87942702,845.8628731,Fault,0.255502824,4.354197679,2755
Limestone,25.24019157,260.4911852,Fault,0.501724647,0.784086672,4640
Sandstone,2.685605904,123.667112,Anticline,0.321053285,0.314662852,1889
Sandstone,12.15445661,962.0156771,Dome,0.341978989,2.96405898,3186
Limestone,18.88271133,752.719543,Anticline,0.730372993,2.836348369,680
Sandstone,23.41043588,206.8176999,Anticline,0.195483406,1.295955106,4304
Limestone,10.26559217,838.4558229,,0.424685158,3.670736698,1073
Shale,26.62325072,762.7725769,,0.900312141,0.266216435,1222
Sandstone,6.784547994,828.1063905,,0.293118103,1.612224159,963
Sandstone,27.83023624,780.3873547,Fault,0.647603661,4.107029057,3510
Sandstone,3.33411442,684.2094614,,0.122705699,0.504579918,3649
Shale,24.76810275,128.6656948,Dome,0.392944939,4.506875842,3154
Limestone,21.74088763,703.0882304,Anticline,0.543369887,0.582533909,1349
Shale,27.4129501,120.8202437,Anticline,0.781434515,0.10179519,505
Shale,14.34851003,155.4094426,Anticline,0.384851737,4.143289796,3619
Shale,2.367895651,772.9714004,Dome,0.047139308,0.918123647,2190
Shale,11.46398726,860.5097671,Fault,0.381062147,2.899529691,1624
Shale,13.21122669,883.2499293,Fault,0.671849112,3.455675941,3548
Limestone,8.474961799,272.5740881,,0.684164387,1.45297822,4009
Sandstone,26.94714192,128.4488924,Anticline,0.562014655,0.004824809,2600
Limestone,24.64943799,469.3501391,Dome,0.324600107,4.566856486,2937
Sandstone,14.67716584,284.028024,Fault,0.479411515,4.506943078,3090
Shale,3.954204897,262.2314108,Anticline,0.446810254,4.56031747,4526
Shale,22.37201201,60.86672158,Anticline,0.849627055,1.529595549,3245
Limestone,0.864035416,523.1745674,Dome,0.343590422,3.635648593,567
Shale,11.10073572,237.7433381,Anticline,0.835418005,2.044985927,3168
Sandstone,5.118033739,335.1864532,Anticline,0.137670264,3.182455507,3076
Sandstone,6.976239949,876.9656893,Fault,0.206228137,1.824871674,4578
Sandstone,21.13005948,966.0900766,Anticline,0.138739187,2.934446587,3606
Limestone,0.211287439,897.5854019,Fault,0.577130451,3.311250357,1504
Shale,28.1668488,902.9737704,Anticline,0.466922178,4.994707853,2524
Shale,26.04891054,187.6476654,Fault,0.243161688,4.952829124,737
Limestone,15.27406239,270.2411106,Dome,0.320258665,1.244554416,1552
Sandstone,7.676176224,768.3184548,Dome,0.268331065,3.650472677,4809
Limestone,15.91272661,218.2446215,Anticline,0.317389574,1.290096314,1823
Shale,21.44695314,465.6584755,Anticline,0.76395553,2.349363618,3303
Sandstone,14.56940596,291.1884803,Dome,0.157083648,2.476734233,3271
Sandstone,7.564318675,808.3600789,,0.519778486,1.901324393,2920
Limestone,21.7533348,199.7184422,Anticline,0.674168041,3.513004834,4742
Limestone,15.37815159,660.153507,Fault,0.589160682,0.648653764,3181
Sandstone,21.12249814,408.331477,,0.535517818,2.488531257,2534
Shale,11.93320055,809.7776835,Anticline,0.222356453,4.914266234,1088
Sandstone,5.143025301,53.35328077,Dome,0.034368206,4.861636754,3780
Shale,1.270268363,101.9875056,Fault,0.768222671,4.547813301,4742
Shale,20.51364603,579.5351556,,0.585892346,1.833603451,3853
Shale,2.726296151,397.5349305,Dome,0.281151503,3.438966307,782
Sandstone,29.06023817,933.2918363,Anticline,0.122112621,0.547530903,2540
Sandstone,21.12526669,139.3041918,Dome,0.15036389,1.629172813,2987
Sandstone,12.57408523,683.3353002,Anticline,0.932262651,0.140716405,3717
Limestone,1.054709761,19.76554176,Dome,0.760987657,1.574503164,1472
Sandstone,4.948020806,25.99013674,Anticline,0.795779002,3.211786754,1013
Shale,22.12229833,2.130343646,,0.987023082,4.338705293,2053
Shale,27.24045268,950.1190861,Anticline,0.035031653,4.714385736,1924
Sandstone,2.093984547,579.6885617,,0.191690241,3.542714759,4661
Sandstone,9.774737521,687.2514173,Anticline,0.819793144,3.817303383,960
Shale,13.38447769,911.32418,Fault,0.858264549,2.395841059,1395
Shale,25.7652475,527.2187503,,0.649417174,0.691954391,1471
Limestone,28.10783591,129.907751,,0.619260214,4.777224552,2858
Sandstone,28.16143906,479.7370412,Fault,0.42860264,4.000689712,2352
Shale,1.571738868,215.9054764,Fault,0.068446255,1.156508435,4830
Sandstone,27.72928701,705.6751791,Anticline,0.261127462,2.562030717,1547
Sandstone,6.257651032,42.18658619,Fault,0.470956852,0.992948082,3957
Limestone,6.043917632,916.0118184,Dome,0.221063755,1.496264028,937
Shale,28.84847421,386.4267092,Fault,0.972812861,1.730152548,4642
Limestone,12.1921886,661.4568094,Dome,0.797025743,4.664845372,608
Shale,21.02176564,645.865974,Anticline,0.825855421,3.126962602,4271
Sandstone,3.920178912,756.1619967,Fault,0.20469283,4.214659785,2595
Sandstone,3.06792843,208.4764113,Dome,0.001421672,0.911800085,827
Shale,28.32626515,810.6591475,,0.907471027,1.235439424,2027
Shale,20.33044623,123.5877335,Anticline,0.553237453,0.452748447,1399
Limestone,2.775498635,744.6702993,Dome,0.922249701,3.66904357,2422
Sandstone,22.87602113,869.8205111,,0.981554438,2.161469672,2813
Limestone,13.87173531,31.74440308,Dome,0.981928724,4.631160347,4250
Limestone,13.16054109,467.2486071,Fault,0.329187807,4.844115692,3135
Limestone,0.740524717,704.6486035,,0.468305487,4.349956845,1611
Limestone,14.08555996,356.4900653,Anticline,0.709110363,0.069902425,4928
Sandstone,14.24163381,891.3713863,Dome,0.347734856,1.602176083,2139
Sandstone,3.471039545,156.1879592,Fault,0.440706442,3.32313645,1558
Shale,15.02132778,432.9236362,Dome,0.527427811,2.537853105,3000
Shale,5.578009226,403.8272974,Fault,0.227020826,0.39026979,4971
Sandstone,13.07985542,226.4689797,,0.784623284,2.783988489,1367
Sandstone,24.17573116,763.0705919,,0.669831952,0.48962725,2276
Limestone,3.987841281,582.5985554,Fault,0.437078758,1.832634293,1023
Shale,22.29883426,450.5784835,Anticline,0.464110794,0.600110069,4678
Limestone,7.220447692,122.6446112,Dome,0.972968045,4.999110827,4398
Sandstone,3.187371254,384.0793717,Fault,0.22028736,2.243263037,4632
Shale,5.750139565,169.216913,,0.135737531,2.003142664,4168
Limestone,23.13115111,232.4689575,,0.135631606,0.220883881,2557
Limestone,6.537261248,38.0149417,Anticline,0.932227698,0.452744051,2130
Limestone,0.463422832,554.005235,Fault,0.566356037,1.949030153,4337
Sandstone,0.357539489,923.4612833,Anticline,0.810582434,0.480550328,2515
Limestone,25.73865273,638.7034088,,0.588110053,4.432321741,882
Shale,11.87333039,178.3944306,Fault,0.325648487,1.527755571,4577
Limestone,8.920845939,278.5890332,Dome,0.412716727,4.039889246,4866
Sandstone,14.24852896,489.6448977,Fault,0.106037756,4.864773665,4032
Shale,21.30344299,915.0150067,Anticline,0.915141236,1.32203857,2222
Shale,9.724055215,791.3230041,,0.653084222,0.131524968,1320
Shale,25.28849979,318.9790884,,0.808211448,4.145404951,1360
Shale,11.59860518,429.2361596,Dome,0.498148437,3.042690605,1886
Sandstone,14.50723757,143.9176215,Anticline,0.401671389,2.136555209,3388
Shale,25.95883678,888.9953898,Anticline,0.161975285,0.888414669,2566
Shale,20.29168134,643.241131,Anticline,0.409521147,2.189842531,4930
Shale,28.63661527,598.3314974,Dome,0.515593805,1.894020577,2436
Sandstone,3.37158148,246.8530235,Dome,0.62195135,2.833711742,3591
Limestone,6.508687376,637.7551054,Dome,0.003446144,0.696986337,2713
Shale,3.702024456,9.19012281,Anticline,0.326820132,1.082300869,741
Sandstone,5.900016972,326.9939371,,0.363103321,2.886393402,1107
Limestone,3.6876564,650.6568501,Anticline,0.58923299,1.678966688,4923
Shale,21.56972271,214.7860494,Dome,0.825030312,2.529479026,1657
Sandstone,26.21624867,179.0718938,Fault,0.773319543,1.302532246,1042
Sandstone,2.303870529,509.5742234,Anticline,0.040110647,3.004786553,4481
Limestone,26.69651179,310.3722764,,0.951108182,0.348207454,2554
Sandstone,24.3248434,86.40314871,,0.427203339,3.397942422,503
Limestone,8.179519419,792.8848103,Fault,0.626931831,1.895151308,2766
Shale,16.78736563,216.5884468,Dome,0.362755161,3.13932385,1484
Sandstone,1.525602709,208.8414987,Dome,0.185338569,4.742631646,4835
Limestone,21.63397072,993.2328412,Dome,0.601806892,2.404012539,4062
Limestone,1.487805247,268.027787,,0.462021784,3.757442787,4898
Sandstone,8.818473031,810.2077603,Dome,0.11159702,2.401444099,3544
Limestone,22.73204834,317.1905418,,0.054580311,2.504254866,3777
Shale,18.29067184,694.7029302,Fault,0.600219541,4.832788467,3796
Shale,22.06309782,572.5033286,,0.695408362,1.62206384,1878
Shale,8.278464845,470.7647246,Anticline,0.268032966,2.840162944,1265
Shale,23.75806869,650.6004689,Anticline,0.871992374,3.41885006,1927
Sandstone,15.88718042,813.0919259,Dome,0.752999475,0.388825349,960
Shale,4.516337642,637.9888085,Fault,0.14485211,0.989134948,1268
Sandstone,21.16069111,135.5245022,Fault,0.331991563,4.600157483,3437
Shale,24.3814086,807.4037854,,0.381469064,4.437319618,4746
Sandstone,4.245636073,987.3266682,,0.025901307,1.349705131,2043
Shale,20.63730274,179.3743064,,0.273631393,0.669587943,2169
Limestone,16.85591369,978.347151,,0.139776966,0.789971153,3838
Shale,6.141418428,422.1980782,Dome,0.847559492,4.964389327,1552
Limestone,19.78050909,790.4924526,,0.630715421,0.897507026,3433
Limestone,7.288360851,684.2000895,Fault,0.807835137,4.146265476,3987
Shale,22.02683404,556.862712,Fault,0.88541195,1.141623315,2492
Sandstone,23.35017687,732.3662715,Dome,0.421529365,0.236181368,749
Sandstone,28.84003894,415.7293594,Dome,0.849333755,1.261260255,3024
Shale,3.570639135,154.862309,Dome,0.75716083,1.986779771,4225
Limestone,5.940928399,627.1501971,,0.266932198,1.489655787,4642
Sandstone,6.323443481,881.7928358,Fault,0.791717882,4.201520208,582
Shale,23.07323231,701.0038716,,0.954113559,3.017052683,1260
Limestone,13.31567973,701.2686849,,0.626109074,1.527337263,4902
Shale,15.41599577,633.3664444,Fault,0.192521641,1.722080301,1956
Sandstone,20.06012655,635.9857434,Fault,0.459845518,2.507015831,4077
Limestone,27.82065542,648.8784998,,0.123155474,2.193544507,2940
Limestone,7.526709496,266.233718,Anticline,0.362942592,0.549327389,1717
Sandstone,0.16214771,836.2431959,,0.154811241,1.984858312,2745
Shale,7.17669641,750.6027693,Anticline,0.761844809,0.790499219,4823
Limestone,1.662476653,60.24958591,,0.039196835,2.202261577,3623
Limestone,20.94595292,816.0047027,Dome,0.178731237,1.142164914,4356
Shale,5.681802537,977.4476166,,0.826649775,4.413359677,1946
Shale,0.64936684,344.0771955,Dome,0.698394246,1.768362872,3376
Shale,4.004066378,563.786013,Fault,0.179642982,3.350005566,4620
Limestone,4.151046027,953.2140096,Dome,0.331176414,3.403144578,2046
Sandstone,22.41892673,383.4100382,Anticline,0.426036163,1.130573151,1009
Sandstone,27.73482848,637.3206604,Dome,0.969769713,4.471841165,4092
Sandstone,9.803192945,740.7126693,Anticline,0.350838231,2.036616233,4705
Shale,0.323951772,425.136677,Dome,0.419055051,2.572629576,949
Sandstone,12.39322193,370.5741879,Dome,0.218174976,1.935928563,4313
Sandstone,0.985700932,522.8609221,Fault,0.584993979,2.155424629,1724
Sandstone,28.56286955,446.0322054,Dome,0.151703645,4.573658674,1638
Sandstone,14.48564295,644.8703096,Anticline,0.319850493,1.704396902,2534
Sandstone,15.7731101,273.4043753,,0.309973142,0.084971248,1564
Shale,12.77813125,555.0422887,Anticline,0.126052609,4.118362974,4322
Shale,5.092776042,11.51552026,Dome,0.817979276,3.460574983,2653
Limestone,16.33786346,913.7559278,Fault,0.4511399,3.078811838,3693
Limestone,9.783181699,783.3155776,Anticline,0.749419505,3.736625143,3910
Shale,14.60484636,955.8749989,,0.569130503,4.47956138,506
Limestone,24.36774363,933.37707,Fault,0.835427961,1.794212206,2684
Shale,29.59689342,508.342293,Dome,0.931883282,1.858169063,3936
Shale,25.70506049,337.0741366,Dome,0.19312284,2.090538614,3008
Shale,27.64258005,20.41572003,,0.003442499,0.430864998,1380
Limestone,24.16398849,422.8698207,,0.265496564,1.365371467,3514
Shale,29.87980947,57.02408909,Dome,0.363332826,2.98424874,3919
Limestone,15.68128362,629.8808118,Dome,0.94858314,4.89407817,3522
Shale,0.912476424,185.0808111,Fault,0.626971909,4.759187177,4909
Limestone,24.83025584,763.2064193,Anticline,0.102163234,1.962538453,4185
Sandstone,8.619801495,459.1993015,Dome,0.074624121,3.678584236,2992
Limestone,8.033774236,696.3386975,,0.468636042,3.855282855,2918
Sandstone,14.14099453,923.9033792,Dome,0.029552791,3.985106738,3621
Limestone,15.07396949,765.121274,Fault,0.543445189,2.07811105,4176
Limestone,9.108718144,167.8886138,Fault,0.051179736,3.098252251,4908
Sandstone,21.98632359,350.4226844,Anticline,0.772149516,1.295550089,748
Sandstone,0.204440937,188.1630672,,0.631272257,4.001283397,515
Sandstone,8.266097014,218.2301864,Anticline,0.870266465,2.603726807,4407
Limestone,26.08056903,890.9661076,Fault,0.852304526,2.287685022,1883
Sandstone,14.50566202,245.4571433,Dome,0.116063651,0.102933167,4002
Shale,24.63235086,819.6980871,Anticline,0.649970622,3.737216184,4798
Limestone,26.22041014,271.7919272,Fault,0.763339636,2.636888315,1529
Limestone,25.84541122,962.3406802,Fault,0.494027493,3.332568393,3728
Shale,18.05944059,505.1377952,,0.642692578,2.347342575,1152
Shale,10.87529194,995.8497561,,0.356766582,3.703927814,1913
Sandstone,16.27726358,581.6551085,Fault,0.905744636,3.939413775,4314
Limestone,24.37172173,971.9526262,Dome,0.555441302,2.245223631,1483
Limestone,25.37002047,719.2734829,Fault,0.853103375,1.626381046,2294
Limestone,20.41700524,663.3999861,Anticline,0.231077623,0.535762313,4157
Sandstone,14.09746116,341.3144222,Fault,0.651459186,3.806263763,2993
Shale,7.881628307,81.2565297,,0.651371552,0.160472561,1777
Limestone,14.12850176,711.4183885,Fault,0.002553588,0.472577507,2047
Sandstone,2.324489214,589.5442698,,0.075192848,3.62490123,1587
Limestone,17.01098351,32.54943113,,0.897866932,1.461709127,1916
Sandstone,1.771504334,599.8289637,,0.638056458,1.31382019,831
Shale,17.05295863,78.55425336,,0.491310768,2.873668258,3080
Limestone,14.13924824,563.1068711,Fault,0.0529558,0.071662596,3147
Sandstone,25.58945986,961.0599148,Fault,0.821312344,1.91717652,634
Sandstone,8.348029825,733.7268117,Dome,0.675054831,1.583477077,1134
Sandstone,8.874681557,175.0080244,Anticline,0.300182021,2.780369314,4294
Limestone,17.17928559,984.2564761,Fault,0.369360071,3.654902626,2654
Shale,23.68137977,915.5853754,,0.112683046,2.588565402,3660
Sandstone,13.36916402,648.7247026,Dome,0.056150454,3.552995957,767
Shale,21.50155757,790.4255458,Dome,0.602362543,3.371694106,4192
Sandstone,9.354064109,9.357294324,,0.406123808,1.727424956,1254
Limestone,9.56068812,40.37012576,Anticline,0.82101126,4.806472606,2969
Limestone,24.88286611,641.2758579,Dome,0.132688612,1.337950892,2880
Sandstone,20.80145702,700.0066494,Dome,0.191445292,2.440475781,2113
Shale,25.4839329,365.1774281,Anticline,0.657616949,4.730078026,3449
Shale,28.50921041,257.150751,,0.066456526,0.776033896,3433
Shale,13.75949694,468.4477163,Anticline,0.70237374,4.440992855,2677
Sandstone,18.31132486,530.5854495,Dome,0.773506849,1.50509838,1932
Limestone,29.4991697,278.069415,Anticline,0.682476379,1.8248205,1854
Shale,15.70990248,791.4059649,Dome,0.584660103,1.196387314,1672
Shale,6.545229888,325.3366059,Dome,0.88475691,1.300425681,3077
Sandstone,24.64924709,579.8003476,,0.955411694,0.515070396,2432
Sandstone,13.89344142,449.3828615,,0.047380733,3.941815067,692
Limestone,9.541487177,606.5960514,Dome,0.833335621,4.310070535,1104
Shale,28.24730558,224.3042945,Fault,0.32025173,3.096846415,3816
Limestone,3.732656606,969.2798897,Dome,0.614898677,4.971168178,4923
Shale,23.38095511,206.0664029,Fault,0.263734187,0.577283961,4371
Sandstone,24.2381409,850.0215571,Dome,0.015581796,3.344019239,3371
Shale,1.485378891,571.7926057,,0.126701845,0.824253177,3063
Limestone,3.845553309,68.00058389,,0.217131928,3.251217542,3149
