Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Sandstone,23.85863547,679.1029125,Dome,,,,1
Sandstone,2.127478785,,Fault,,0.818579907,3852,1
Sandstone,5.853264601,461.5879183,Anticline,0.135401268,2.200417223,,0
Sandstone,17.67643843,287.0797018,Anticline,0.619088565,3.81288099,3097,1
Limestone,,,Anticline,0.823383718,2.70935516,,1
Limestone,,,Dome,,3.202858853,3084,0
Shale,,253.1950721,Fault,,4.998299606,,0
Sandstone,3.433144906,511.0045783,Fault,0.081511036,0.128934716,1244,0
Shale,11.3602263,,None,,2.407036066,3169,0
Limestone,,,None,0.026813798,,3698,0
Shale,0.282595679,253.342498,None,,2.985639552,,0
Sandstone,14.93063879,414.9552383,Anticline,0.865872048,1.632451475,4754,1
Shale,5.547608924,906.0831615,Fault,0.435969266,3.648963661,552,0
Shale,8.496572514,317.5686666,None,0.225121937,1.433320793,,0
Shale,,520.6924761,None,,1.032194422,2623,0
Shale,26.19058182,,Anticline,0.523372147,4.532235659,,0
Limestone,14.90686556,,Fault,,4.588470767,4063,0
Shale,,242.3434157,Dome,,,1865,0
Shale,23.42891591,848.9424615,None,,,3434,0
Limestone,19.83422035,,Fault,0.223114959,4.750948085,,0
Shale,,25.14618178,Dome,0.750514928,,,0
Limestone,27.39698041,510.7368527,Anticline,0.333786855,3.832415447,4749,0
Shale,25.80220557,418.404031,Dome,0.714648903,,,0
Limestone,27.34898741,,Anticline,0.632368332,1.16152109,1364,0
Shale,,,None,0.111626809,1.826732661,4791,0
Sandstone,,642.8893035,Dome,0.566601347,2.293620269,1638,0
Shale,12.86292873,,Anticline,,4.060535978,,0
Sandstone,,294.1027486,None,,3.11160773,4881,0
Shale,14.16679277,,Anticline,,0.893209655,2341,0
Sandstone,16.64063129,685.9174635,None,0.71663159,0.441492951,,1
Sandstone,1.07298729,,Anticline,0.667881939,,3761,1
Limestone,26.71322844,555.138992,Anticline,0.449895856,2.988216733,3601,0
Sandstone,,651.8376644,Fault,0.963779136,,718,1
Shale,8.453920512,969.3478861,None,0.387364837,3.824413536,2214,0
Limestone,11.51373768,81.12750011,Anticline,0.649799627,1.780208554,,1
Shale,29.18884905,246.6520356,Fault,0.289101254,3.311469571,,0
Shale,25.9935319,522.3014017,None,0.99935293,2.004006154,1583,0
Limestone,8.665182434,261.8657205,Fault,,3.769249865,,0
Shale,14.7229502,488.2311494,None,0.663714165,4.808757459,2868,0
Sandstone,,,Anticline,0.518330787,,,0
Shale,12.43225193,544.6379721,Fault,0.586005953,3.104012609,4945,0
Shale,28.4459552,393.059433,None,0.766172589,3.555098482,3247,0
Shale,,793.2789613,None,,3.474606823,4469,0
Shale,,,Dome,,,,0
Sandstone,,,Dome,0.382947409,1.383737822,,1
Shale,9.479914234,877.497146,Anticline,0.040672018,2.430822329,,1
Limestone,8.841445406,,Anticline,0.572948474,,4272,0
Shale,10.89967716,,None,,4.695290091,1869,1
Limestone,21.1786871,85.64395461,Anticline,,,4896,0
Shale,,439.0014051,Dome,0.621429379,3.539296001,,0
Shale,,,Dome,0.776531943,0.868998114,,0
Sandstone,19.77104043,646.7841474,Anticline,0.607637995,4.318519519,1304,1
Limestone,20.28472,712.8294671,Fault,0.193980212,3.496849403,4577,0
Shale,1.116651137,570.6677266,Dome,,2.51725347,4003,0
Limestone,1.282188182,306.0478603,None,0.596776596,0.458598077,,0
Sandstone,13.86118029,251.641484,Dome,,,,0
Limestone,15.1609577,469.8539737,None,,,,0
Sandstone,2.742788066,,Dome,0.465514725,4.806809,4817,0
Sandstone,,494.3421047,Fault,0.950643785,1.118460717,2224,1
Limestone,,917.9295754,Fault,0.994299634,,1060,1
Limestone,19.28320985,246.848042,Fault,,,,0
Sandstone,27.69521966,579.8689708,Dome,,,2087,1
Shale,19.60150495,350.5003859,Anticline,0.870632349,1.203705691,959,0
Sandstone,12.06921124,313.1758378,Fault,0.250662035,,2692,0
Shale,3.136885943,,Anticline,,,2226,0
Shale,22.95581501,828.0007785,Dome,,,,0
Limestone,,273.7389835,Anticline,,3.9775523,,0
Sandstone,25.80759859,116.2037142,Anticline,0.372985388,0.067597601,799,0
Sandstone,5.65155028,,Fault,0.721050252,1.71432029,3670,1
Limestone,,,Dome,,,3620,0
Sandstone,3.304268488,569.4979312,None,0.283337139,0.919480113,3491,0
Limestone,23.73852877,92.2625115,Fault,,0.550768198,2837,0
Limestone,3.790694439,175.5338835,None,,4.426084647,1254,0
Sandstone,8.513938291,,None,,,,1
Sandstone,15.60346244,706.977012,Dome,0.210816918,3.958404384,4367,0
Sandstone,25.54782958,,None,,0.307087208,,0
Sandstone,22.45219033,296.9735661,None,0.506411307,,,0
Shale,0.429927176,,Fault,,3.206704807,3069,0
Sandstone,,956.8400277,None,,,2331,0
Sandstone,28.61810258,437.6871495,Dome,,3.293243486,2585,1
Shale,8.683226849,,Dome,0.906296402,,2773,0
Sandstone,,,Fault,0.315325355,0.973518411,693,0
Shale,15.39510049,,Fault,0.395538876,,2859,0
Limestone,10.91428923,792.2525465,Anticline,0.435536243,0.060485437,,0
Shale,26.85229677,39.57798901,Dome,0.464332653,0.534909038,3881,0
Sandstone,15.80277863,,Fault,,2.292062615,2163,0
Shale,13.09745165,126.2558474,Dome,0.831046247,4.726615761,,0
Limestone,12.52174872,822.9272648,None,,,,0
Limestone,1.032096254,200.4489933,Fault,,4.043754849,2301,0
Shale,9.934394675,306.0205731,Dome,,1.952000659,3391,0
Limestone,4.320096718,,Dome,0.924243934,,1409,1
Shale,,,Dome,,,2734,0
Sandstone,,,Anticline,0.926910398,,,1
Shale,29.32268843,553.7803388,None,,,,0
Sandstone,,956.2897099,None,0.342929609,,,0
Sandstone,9.472302075,,Dome,,4.141990597,2552,0
Shale,5.706837925,897.9854944,Anticline,,0.655586179,,0
Shale,,,Dome,0.940857137,3.332393455,,0
Limestone,,,None,0.271390684,1.472115501,4333,0
Limestone,25.88767181,45.66222449,Anticline,,,,1
Shale,24.46996622,,Anticline,,3.459624512,,0
Limestone,8.869636248,784.6237085,Dome,0.121226869,2.047479249,2476,0
Limestone,9.573704695,259.3912123,Fault,0.066665551,4.151481556,,0
Shale,,,Dome,0.996271568,4.96454096,3106,0
Shale,,154.9075912,Fault,,3.591952448,,0
Sandstone,20.65015235,,None,,2.902149318,2763,1
Sandstone,10.11908509,,Dome,0.900627295,1.579106281,,1
Sandstone,16.32089896,448.0614567,Fault,,,,0
Sandstone,,887.219406,Dome,0.422823363,0.575060547,,0
Shale,,596.789033,Anticline,0.203305971,0.259404033,2211,1
Shale,15.03120711,930.5471144,Dome,0.889411431,3.450145567,4037,0
Limestone,,340.4871976,Fault,0.332107012,3.646607037,,0
Sandstone,23.44516943,,Dome,0.102029895,,2958,0
Shale,25.07665224,,Dome,0.353414565,3.002553612,4420,0
Limestone,15.49882776,285.5712748,Anticline,0.734520158,3.838857851,,1
Limestone,24.87451921,7.778767424,Fault,0.493292176,,,0
Shale,,,Dome,0.473601801,,,0
Sandstone,0.673477453,95.97005813,Anticline,,1.419323837,1965,0
Sandstone,16.23611297,70.06420248,Fault,,,1696,1
Sandstone,0.96969796,924.9575608,Fault,,3.703474727,3576,1
Shale,23.53216997,684.5444822,Fault,0.138405003,3.809813004,655,0
Limestone,21.87632846,344.010033,None,0.743993901,3.284828485,,0
Limestone,18.61670541,382.9438384,Anticline,0.310026016,,4551,0
Sandstone,17.39416036,,None,0.39990863,0.474078232,,0
Sandstone,28.40268106,,Fault,0.332900846,4.250752489,2350,0
Limestone,22.2090918,567.3323358,Anticline,,,2537,0
Shale,4.064835568,232.6133114,Anticline,0.429601414,,,0
Shale,,,Anticline,0.135301072,2.510451684,,1
Shale,16.55809083,768.6794526,None,0.248614119,,,0
Shale,1.078972686,,Anticline,0.858645467,2.851774096,4409,0
Limestone,,440.6875688,Anticline,0.330951919,2.493585681,,0
Shale,,,Fault,0.039467563,1.760373865,1279,0
Sandstone,11.20620889,289.7173284,None,0.50699297,3.712557666,2883,0
Sandstone,9.290066112,931.1279719,None,0.693450841,4.963505811,2365,1
Shale,15.84679823,424.5133186,Fault,,4.792967569,905,0
Sandstone,13.78952459,,None,,4.308848551,,0
Sandstone,,265.9622679,Dome,0.572634109,4.304319811,1148,1
Limestone,16.76859721,,Fault,0.962268682,,,0
Shale,24.99574979,980.8625249,None,0.267874316,,1835,0
Shale,,,Anticline,0.770432195,1.681129865,4676,1
Limestone,,846.15742,None,0.153497002,2.300636083,3402,0
Sandstone,,,Dome,0.653055908,1.983595583,991,1
Shale,29.42381416,275.4128065,None,0.698509882,,,0
Limestone,27.21746833,916.8897715,None,0.206070252,,3751,0
Sandstone,27.95093921,158.5459176,Anticline,,,4617,1
Limestone,16.4780548,72.32979989,Fault,,,3284,0
Shale,,809.988531,Anticline,0.799238757,3.320904109,1059,0
Limestone,,,None,0.041004689,,,0
Shale,11.06108772,720.2692418,Dome,0.331746492,3.445908795,,0
Limestone,12.03443908,847.7214791,None,,1.684145017,,0
Shale,14.38247396,,Anticline,,1.719402131,,0
Limestone,26.93694314,647.8602496,Dome,0.903455436,3.141786149,,1
Shale,,,Dome,,,,0
Shale,8.787756102,,Anticline,,3.668761247,561,1
Sandstone,25.48409705,765.7828057,None,0.089286252,0.517356864,,0
Shale,20.17933031,162.8603939,Fault,0.206408868,,4354,0
Limestone,,,Dome,,3.189508645,1563,1
Sandstone,,216.2539633,Fault,0.33307468,0.654305332,3559,0
Sandstone,24.54923453,578.9038774,Fault,,,,1
Sandstone,26.23817384,,None,,4.022539388,,0
Sandstone,,311.5192709,None,,,600,0
Limestone,23.55569653,417.9697406,None,0.808909296,1.794625239,,1
Shale,6.487515846,,Fault,0.367082747,1.334108834,,0
Shale,,906.1913522,None,,3.541772196,2561,0
Sandstone,21.94813022,79.63020823,Dome,0.953401946,2.144825398,4357,1
Sandstone,20.98602773,,Fault,,1.735872532,,0
Sandstone,21.16845914,164.8667007,Fault,,,4899,1
Limestone,,904.4499859,None,,,3420,0
Shale,17.43963059,490.8676771,None,0.665697548,3.379675819,,0
Limestone,,,Fault,0.803611943,4.085546976,4840,1
Shale,,,Fault,,0.514431227,1712,0
Sandstone,2.935710081,654.9773939,Fault,0.531808009,3.481091988,1710,0
Sandstone,1.495937295,152.0920948,None,,0.122430554,3506,0
Sandstone,10.56049748,,None,0.58069582,4.445123899,1347,0
Sandstone,7.608468829,468.7493785,Fault,,,,1
Shale,26.23243663,323.9220717,Dome,0.178621407,0.14529521,3178,0
Limestone,6.662465646,,Dome,0.01572001,,1613,0
Shale,,334.1788413,Fault,,2.758455231,,0
Shale,,,Dome,,4.577968765,1870,1
Limestone,17.92839573,570.8874574,Fault,0.055606514,4.67723834,1881,0
Shale,22.95480986,281.4290327,None,,3.317943895,4623,0
Sandstone,20.74248173,568.2091795,Fault,0.54683651,,,0
Sandstone,25.09592672,429.8920206,Dome,0.060649991,1.152997174,4615,0
Sandstone,6.361345481,773.5029464,None,0.269256183,,,0
Limestone,,125.3807491,None,0.674760834,2.857579605,2740,0
Limestone,7.314058131,689.0787484,None,,4.22070001,,0
Limestone,21.91477432,220.3994264,Fault,,3.226532651,,0
Limestone,23.29672415,884.5335569,Fault,0.532017819,4.427311984,3125,0
Shale,7.74693059,170.8198232,Fault,0.347345043,1.610877527,1911,0
Sandstone,,,None,,0.269737384,,0
Limestone,,,Anticline,,3.401180981,2679,1
Limestone,10.25246527,80.05016019,Fault,0.926492216,1.784437733,,1
Shale,,141.8383577,Dome,0.099529784,3.395399402,,0
Sandstone,4.116814399,801.207235,None,0.460700438,3.407648656,,0
Sandstone,15.38588638,825.3897308,None,,2.439771243,2636,0
Sandstone,,916.9579541,Anticline,,,4018,0
Shale,,,Anticline,0.735974871,0.621197369,,0
Shale,,101.4563974,Fault,,0.446277336,,0
Shale,0.548252092,,Anticline,0.372270258,,,0
Limestone,29.17879813,13.37593358,Anticline,,,,0
Sandstone,13.38511313,,Dome,0.398403415,3.722535183,,0
Sandstone,20.0089711,,Fault,,,,0
Limestone,23.71702658,157.2172389,Dome,0.356994527,2.249447025,1541,0
Sandstone,14.45410328,141.6928555,Dome,0.312558703,,857,0
Shale,,,Dome,0.8063913,3.526456962,3401,1
Limestone,8.21095373,471.4499056,Fault,0.222806842,2.312618157,,0
Shale,4.543728672,18.13452902,Anticline,0.985095286,2.924674938,3779,1
Shale,18.11232866,20.61263912,None,,4.702424393,2136,1
Shale,27.70994513,680.2985701,None,,0.577959302,945,0
Sandstone,5.073745879,,Anticline,,1.181468031,4320,0
Limestone,4.435573136,922.7587526,Dome,,,2263,1
Limestone,9.123715484,780.4790716,Fault,,3.008512451,660,0
Sandstone,26.62824988,,Dome,0.575262989,,3448,0
Sandstone,,276.8100024,Fault,0.74752832,2.462078071,2314,1
Shale,21.65401265,,Fault,0.047241592,,885,0
Sandstone,,,Dome,,1.558113998,4005,1
Sandstone,7.952675063,924.1578522,None,0.266147804,1.630629157,1691,0
Limestone,3.855470053,,Anticline,,,,1
Limestone,14.51072469,256.7884419,Dome,0.26518724,2.207581623,1736,0
Sandstone,6.180170357,405.2012771,Fault,0.878206674,0.755858491,994,1
Sandstone,,,None,,0.380246851,,0
Shale,21.57226862,978.5998165,Dome,0.594930237,,1616,0
Shale,,38.14355421,Fault,,3.366490305,3019,0
Shale,27.97923188,145.9203292,Anticline,,,4128,0
Limestone,13.65226907,,Anticline,,1.447746615,,0
Sandstone,3.49433549,,Dome,,4.352391687,,0
Limestone,,431.3865734,Fault,0.901203575,0.369417502,,0
Shale,17.13486896,2.583059822,None,0.243654,,4289,0
Sandstone,11.57818533,,None,0.06576777,0.098781646,1588,0
Limestone,21.71967493,954.2015138,Fault,,1.060644636,3005,0
Shale,3.157954874,733.8247946,Anticline,0.651493311,,1130,1
Limestone,,794.2665653,Anticline,0.486320227,0.967122555,,0
Shale,7.572051448,,Dome,0.456385489,0.221890038,,0
Limestone,,,None,0.52472926,2.909639525,,0
Shale,17.36520504,192.6442785,Fault,0.973507184,,945,0
Limestone,,644.3824107,Fault,,0.688077905,3726,0
Shale,24.14891191,,None,0.128282107,,2979,0
Shale,18.91344347,96.67211831,Anticline,0.669326413,3.748729327,2405,0
Sandstone,9.268679702,,Anticline,0.413686264,3.240241867,711,0
Limestone,21.86609413,472.0685865,None,,,2651,0
Limestone,13.90654254,510.2327076,None,0.043725695,0.885264018,4625,0
Shale,,318.7926317,Anticline,0.130830429,,1241,0
Limestone,10.7500397,386.0356786,Fault,0.446815468,1.971040774,,0
Sandstone,,1.1850101,Dome,0.134834151,0.078118889,2927,0
Shale,16.81196861,46.65911981,None,0.901265965,,,0
Shale,,,None,,,527,0
Sandstone,,16.65670151,Fault,0.144992042,1.47518699,3029,0
Sandstone,24.25073467,,Dome,0.59535778,1.19388233,,0
Shale,,,Anticline,,,,0
Shale,,623.5097878,Dome,0.333183155,2.263421361,,0
Shale,5.860768825,,Anticline,0.995181326,,3592,0
Shale,10.24708899,963.811407,None,0.372028889,4.178043527,,0
Shale,12.27676441,215.325681,None,,0.76206013,2271,0
Limestone,0.040388129,,Anticline,,2.17100514,,0
Limestone,5.48253498,,Anticline,0.591023988,0.435471254,,0
Sandstone,,793.2172973,None,0.262789972,2.887888299,2988,0
Limestone,25.94887815,617.8452852,Dome,0.3746613,1.641721723,,1
Sandstone,21.91241259,,Anticline,0.6543582,3.545660278,,1
Limestone,29.90423138,,Dome,0.069812691,2.817560421,3799,0
Shale,,907.7087698,Dome,0.825315143,3.501609843,1556,0
Sandstone,22.54358833,,Anticline,,,3636,0
Limestone,21.89311535,337.3371604,Fault,0.015022674,,,0
Limestone,7.276328297,502.7994159,None,0.773825797,,898,0
Limestone,18.57504133,,None,,,,0
Limestone,3.028248767,834.5434858,Anticline,,2.489483513,,0
Shale,3.08715265,,None,0.194236758,,1495,0
Limestone,21.21045883,932.610583,Dome,,,,0
Shale,,822.4524368,None,,,2912,0
Sandstone,,,Anticline,0.323320104,,3673,1
Shale,27.04516858,185.0123331,None,0.44721674,,4499,0
Limestone,12.49908112,,Anticline,0.949327779,1.097608179,,1
Limestone,,318.8451072,Fault,0.57766917,4.907443318,1292,1
Sandstone,19.64176045,249.9253227,Fault,0.190352228,1.645052887,,0
Limestone,26.94439334,443.0669718,None,,3.058360388,3642,1
Shale,13.35822074,,Fault,0.954883039,,957,0
Limestone,28.27977531,,Dome,0.71536064,0.050867185,,1
Sandstone,12.48654177,,Dome,0.037431977,4.629669262,,1
Limestone,11.62399391,797.3579507,Fault,0.79603676,,749,1
Shale,18.06768907,512.9622294,Anticline,0.040060563,0.349676822,,0
Shale,15.94070495,,Dome,,3.317888117,,0
Sandstone,,893.9147347,Fault,0.973468896,4.871273723,2029,1
Shale,28.84243621,60.27889258,Anticline,0.487411178,1.014857135,4287,0
Limestone,21.98100552,,Anticline,0.518354791,3.539248744,,0
Shale,,,Anticline,0.78997658,0.309290909,4766,0
Shale,25.4180823,674.7581239,Dome,0.538021963,3.832618883,2880,0
Sandstone,,,Fault,,4.645586094,2592,0
Limestone,6.447495942,,Fault,0.363323484,3.516141166,,0
Sandstone,3.875233357,,Anticline,0.694107532,3.850428248,,1
Shale,29.76224294,,Fault,0.911050151,3.868059836,2889,0
Sandstone,,786.7623874,None,0.274020717,,1846,0
Limestone,19.44707692,994.5645815,Fault,,0.746505996,4844,1
Limestone,25.11711655,50.9858006,Fault,,0.667102766,,0
Sandstone,8.22492113,95.07552855,Fault,,1.649609105,,0
Limestone,13.50329576,471.0673969,Anticline,0.531152566,,1646,0
Shale,,,None,0.701656369,4.750518778,2557,0
Limestone,13.88063495,327.9326852,None,0.180193387,1.64674757,500,1
Limestone,25.74361183,470.9011958,Dome,,,2875,0
Limestone,8.262897109,50.74046293,Fault,,,,0
Shale,16.45902916,331.6319415,Anticline,0.465958234,,1854,0
Sandstone,18.32580251,,Fault,0.338544648,4.087252805,,0
Limestone,0.377334375,269.458742,Dome,0.533588939,1.501295551,1995,0
Shale,21.17955798,968.1900081,None,0.022665321,4.297726944,4737,0
Limestone,0.187724131,678.7408325,None,0.400325183,3.740968632,2506,0
Sandstone,16.78425778,,Dome,0.381190803,2.729028821,,0
Shale,25.68397497,,Dome,0.317466744,0.896631783,4606,0
Shale,5.389708975,,Anticline,0.0141903,,3167,0
Limestone,27.85790645,604.5047922,None,0.393350427,,4436,0
Limestone,26.63513768,404.1858813,Fault,0.440653687,3.794239618,,0
Sandstone,,,Dome,,2.182172207,3213,0
Sandstone,10.68749684,528.8237704,Fault,,0.001006991,,0
Shale,3.222429763,,Dome,0.4572964,0.050612793,,1
Sandstone,,931.1893315,None,,2.91971697,,0
Limestone,0.951674754,80.57618509,Fault,0.218092128,0.249809823,754,0
Sandstone,5.940090909,381.8844534,Anticline,,,,0
Limestone,20.46459485,,Anticline,,3.21093028,4541,1
Shale,6.955238751,838.86582,Anticline,0.092947466,3.803805938,,0
Sandstone,29.39410606,312.8073459,Fault,0.137074443,3.195776728,2705,0
Shale,13.2161748,210.5656384,None,0.957744633,,3543,0
Sandstone,23.45186967,,Fault,0.3526166,,,0
Limestone,0.436024058,363.9838862,Dome,,1.258483996,,1
Limestone,21.57058329,335.7747502,Fault,0.705076962,2.273470825,,1
Sandstone,8.614942954,,Dome,0.95227396,,1338,1
Shale,10.25541856,843.7433586,Dome,,4.945749553,3338,1
Shale,22.04285434,330.6393446,Anticline,0.004275202,,,0
Sandstone,13.28853032,,Anticline,0.371285756,,,0
Shale,,,Anticline,0.432337944,1.728578472,1796,0
Shale,,642.6666468,Dome,0.362412252,4.005263874,,0
Limestone,,,Dome,0.690429757,,,1
Sandstone,3.327606926,307.1052557,Fault,,3.426649292,,0
Limestone,1.626352326,,None,,2.817027691,,0
Shale,15.4186634,645.3648057,None,,,2892,0
Sandstone,,,None,0.143602726,,3924,0
Sandstone,,,Dome,,1.661271591,,0
Sandstone,18.19984589,225.5393806,Dome,0.255411376,1.772933462,1409,1
Limestone,8.331572621,27.57596103,None,0.920441036,1.807759633,4558,0
Limestone,,468.5173807,Fault,0.480397588,0.930650331,,0
Sandstone,14.02766845,650.4504521,Anticline,,1.164625042,4542,0
Shale,,246.7466075,Fault,,4.415927894,2220,0
Sandstone,9.207932189,,Dome,0.492470623,,878,0
Shale,10.50596043,212.0737525,Fault,0.785098009,0.382448866,2444,1
Limestone,23.11341663,99.4387299,Dome,0.696741,3.83068148,3980,1
Sandstone,4.767743005,686.3870823,Anticline,0.598486106,2.239501608,,1
Shale,,,Dome,0.220009978,4.570338472,3328,0
Sandstone,25.31265132,,Dome,,,3048,0
Sandstone,8.415834656,,Dome,,3.124850192,2945,1
Sandstone,6.156602619,,None,,0.806076494,2622,0
Shale,7.529616189,,None,0.485611658,,887,0
Shale,22.92767022,704.3369523,None,,3.890318125,3979,0
Shale,,500.4772877,Fault,0.449953786,2.378419769,,0
Sandstone,18.05479046,,Anticline,,4.577134528,,1
Sandstone,,409.4050762,Dome,0.29090372,1.815275429,,0
Shale,17.12974714,566.0665606,Anticline,0.874170322,0.87693252,,0
Sandstone,21.04149857,,Dome,0.625397193,,,1
Sandstone,12.0375775,,Dome,0.214779399,1.889813601,,0
Limestone,17.07893802,600.5403427,Dome,0.705081631,3.758709398,,1
Shale,14.03246026,899.2461432,Anticline,0.85506073,3.842006113,2540,0
Shale,24.74420844,,Anticline,,2.420265596,667,1
Shale,4.55658517,421.7147204,Dome,0.67658337,0.809434117,,1
Shale,18.88885035,75.586983,Fault,0.680246491,1.732246888,3186,0
Shale,25.62774185,862.0821475,Dome,0.989541757,,3724,0
Limestone,,294.0627239,Fault,,,,0
Shale,18.57717096,186.226406,Anticline,,3.44086516,870,0
Limestone,15.01742668,,None,,,,1
Limestone,11.34673546,218.0068751,Anticline,0.145276117,4.144072094,3838,0
Limestone,17.16515885,710.3193183,None,0.20941459,4.755909054,,0
Shale,,196.5120439,Dome,0.246204769,,1640,0
Limestone,,802.9629058,Fault,,0.043396208,,0
Shale,3.101340216,,None,0.331053679,,1894,0
Sandstone,,175.2721196,Fault,,1.864831064,4632,0
Limestone,,,Anticline,0.153826577,,2457,1
Limestone,3.196537416,,Fault,0.169067061,3.875187133,3744,0
Sandstone,24.71302187,,Fault,0.458399107,,974,0
Sandstone,6.531375389,,Anticline,,2.051891877,4443,0
Sandstone,2.021306146,671.0323711,Fault,0.542942406,1.358449353,670,0
Shale,20.08070953,234.3082601,Dome,0.330739144,2.181528155,,0
Limestone,29.73169526,,Dome,,1.419291246,,1
Limestone,3.696977271,804.8370556,Dome,0.288937851,4.183195087,,0
Sandstone,,831.9922943,None,,1.678844496,3577,0
Limestone,0.286300592,,Fault,0.807893357,,1832,1
Limestone,,,Fault,0.983977577,4.111948158,3273,0
Limestone,3.756900769,254.6590117,None,,0.837667755,,0
Shale,15.73501723,819.3110913,None,0.788749479,,4713,0
Sandstone,,,Dome,,0.778765703,,1
Shale,,353.0835056,Dome,,,1318,0
Limestone,8.721669229,,Anticline,,3.407916601,4642,0
Sandstone,22.61202211,,Dome,0.801443269,4.320941813,3640,1
Sandstone,20.45174551,,Anticline,0.687415333,0.440592723,,1
Sandstone,9.381398854,,Fault,0.416534506,2.432502071,3145,0
Shale,13.57100278,,Dome,0.209348116,,,0
Sandstone,,,Fault,0.553176706,1.040019052,,0
Limestone,14.35934612,908.7021271,Dome,0.783607449,3.863743942,3344,1
Shale,18.22415262,,Anticline,0.459345203,,4089,0
Limestone,17.23310268,,Dome,,4.022709005,,0
Limestone,,,None,0.141314973,1.392915236,3207,0
Shale,19.47686339,850.3422078,Anticline,,,2916,1
Limestone,23.55020509,993.3927259,Fault,0.133528973,,,0
Shale,26.86932459,,Dome,0.911021299,3.855681356,934,1
Shale,,672.2201236,Dome,0.547292764,2.595496209,,0
Sandstone,,,None,,,1583,0
Limestone,,261.256928,None,0.235204993,,1476,0
Shale,21.39707604,177.9443361,None,0.862800034,,,0
Sandstone,3.161908045,683.7052445,Anticline,,,,0
Limestone,23.39964981,452.8222378,None,0.632988614,3.882527087,1457,0
Shale,28.88873984,697.2962408,Fault,0.390800553,3.802083719,1346,0
Sandstone,8.594212132,624.9726543,Dome,0.610194832,1.784275766,726,1
Shale,6.731075271,374.7066665,None,0.661519282,,,0
Sandstone,20.04009752,,Fault,,4.942435725,1606,1
Shale,24.20272691,,Anticline,0.705021259,2.726003676,4828,0
Shale,9.486453677,,Anticline,0.805072161,4.700046631,2802,0
Shale,8.006978643,167.8731235,Fault,0.905542584,1.897484166,3518,0
Shale,4.568707412,701.7891249,Dome,0.813284213,3.471976317,,0
Shale,26.95065826,311.8824089,Anticline,,,1265,0
Limestone,4.060663049,677.7893022,Fault,0.205081358,1.828280873,1589,0
Sandstone,,542.0538673,None,0.455001619,2.467294969,,0
Sandstone,,214.6818406,None,0.186880712,0.199425907,3121,0
Shale,5.227302049,357.265177,Anticline,0.174555495,2.170057057,,0
Shale,20.47957815,,None,0.050832664,2.050312242,,0
Limestone,3.071012537,,None,,0.886176371,4421,0
Shale,,,None,0.133004021,4.453201588,4321,0
Sandstone,,914.5259294,Dome,0.22145194,4.226558907,3467,0
Limestone,14.77205278,250.4307076,Fault,0.222043776,3.04777971,3528,0
Shale,28.66918385,616.678418,Dome,,0.859332172,1320,0
Shale,,,Dome,0.249451267,3.088960211,4899,1
Sandstone,17.99313945,436.8651224,Anticline,,4.784399728,,0
Limestone,3.788134113,534.3945121,Fault,,3.346289419,4802,1
Shale,9.673494291,,Anticline,,4.611407056,,0
Shale,20.52985951,339.8344464,Dome,0.901267581,1.070397107,,0
Limestone,,,None,,,1036,0
Sandstone,11.79784455,,Dome,,1.116819404,2728,1
Sandstone,18.41049563,,None,,0.404363019,,0
Sandstone,26.51286046,582.1988303,Fault,,1.729056385,,0
Shale,14.87072311,576.9873995,Anticline,0.337734935,,,0
Sandstone,,13.0504553,Anticline,,,769,0
Sandstone,11.63502809,122.3433061,Dome,0.859559533,,3608,1
Sandstone,,381.504237,Fault,0.051159514,1.848329887,4308,1
Limestone,,954.6951462,Fault,0.509877474,,4646,0
Shale,,,Fault,0.608886183,3.146675574,,0
Shale,,155.6609391,Fault,0.724382052,1.203557794,,0
Shale,28.01597829,,Fault,,,1023,0
Limestone,,117.2839175,Anticline,0.645267947,4.426283739,2866,0
Shale,22.4404823,,Fault,0.441324171,3.785665959,1512,0
Sandstone,,19.24971363,Dome,,0.82005264,686,1
Shale,17.01036976,742.8587202,None,0.287244235,4.821007429,3699,0
Sandstone,17.38790182,669.6618475,Fault,0.089819353,0.854481741,,0
Limestone,,179.0835197,Anticline,0.987715869,,2088,1
Shale,29.74360704,,None,0.254817818,2.609076615,841,0
Sandstone,,83.25982093,Fault,,1.915434566,,1
Limestone,16.4241447,,Anticline,0.529123539,2.811834993,,0
Limestone,,,Dome,0.768663831,,4752,1
Sandstone,,,Fault,,4.243596645,,1
Limestone,1.582698445,,None,0.889277709,,1923,0
Limestone,11.2291798,474.2115751,None,,3.832945559,,0
Limestone,22.28493829,273.3216921,Anticline,0.660424428,0.175802724,,1
Sandstone,9.394896055,259.2420671,Fault,0.504890814,4.80009209,2139,0
Shale,12.68107709,,None,0.500169229,1.957488691,4538,0
Sandstone,,786.7571123,None,0.760035855,,,1
Limestone,17.08003896,518.3892535,Fault,0.87321166,4.507553786,3260,1
Shale,25.36653586,926.6732809,None,0.691346341,3.740512827,,0
Limestone,15.2099886,378.8164884,Dome,0.058876603,,,0
Sandstone,12.84465519,,Anticline,0.109964828,2.260063733,1923,0
Sandstone,25.1691329,899.8750597,None,0.110287068,3.407374898,,0
Shale,,651.5411158,None,0.814578726,3.983616817,,0
Shale,,881.662906,Fault,,1.161492182,4983,1
